casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,hour,minute,day,lon,lat
2018-00030808,0,99 Kennedy Plz,3,Medical Aid,2018-03-27 17:41:00,Central Station,Not Used,No violations,2018,17,41,27,-71.4096412,41.82663820000001
2018-00015184,1,73 Charles St,2,Larceny from Motor Vehicle,2018-02-12 09:30:21,WMann,11-41-1,LARCENY/U $1500 - FROM MV,2018,9,30,12,-71.411261494887,41.834356074064004
2018-00009049,1,44 Cortez St,1,Weapons,2018-01-26 11:06:00,PTesseris,11-47-5.2,POSSESSION OF A STOLEN FIREARM,2018,11,6,26,-71.4614825625,41.828139875
2018-00031624,1,235 Meeting St,3,Vandalism,2018-03-29 23:53:00,JPineau,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,23,53,29,-71.4004494,41.8290542
2018-00500389,1,92 Stanton St,3,Larceny from Motor Vehicle,2018-03-27 17:22:19,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,17,22,27,-71.46162139402959,41.8076941137545
2018-00031651,1,666 Prairie Ave,3,Disorderly Conduct,2018-03-30 01:21:00,MVoyer,11-45-1,DISORDERLY CONDUCT,2018,1,21,30,-71.41032879863991,41.7953255469559
2018-00015310,0,62 Heath St,2,Lost Article,2018-02-12 15:35:00,Central Station,Not Used,No violations,2018,15,35,12,-71.45024709999998,41.8156723
2017-00117336,1,171 Lawn St,11,Burglary,2017-11-07 12:25:00,RKessler,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,12,25,7,-71.4475252,41.8378305
2017-00120397,2,Thackery St At Melrose St,11,Drug Offenses,2017-11-15 19:40:00,LCastro,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,19,40,15,,
2017-00120283,1,Elmwood Ave At Broad St,11,Warrant\Capias,2017-11-15 14:59:00,MMena-Torres,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,14,59,15,,
2017-00120295,0,375 Adelaide Ave,11,Juvenile Matter,2017-11-15 15:25:00,CCavanaugh,Not Used,No violations,2017,15,25,15,-71.4300972,41.7951549
2017-00125187,1,47 Pope St,11,"Assault, Simple",2017-11-28 21:42:00,PHourahan,11-5-3,SIMPLE ASSAULT/BATTERY,2017,21,42,28,-71.4481373,41.82299860000001
2017-00120445,0,150-180 N. Main Street ,11,Request for Assistance,2017-11-15 23:04:00,Central Station,Not Used,No violations,2017,23,4,15,-71.40972065714291,41.8285637142857
2018-00009390,1,89 Ship St,1,Larceny from Motor Vehicle,2018-01-27 02:57:00,Central Station,11-41-1,LARCENY/O $1500 - FROM MV,2018,2,57,27,-71.4108821,41.8191951
2018-00027405,1,Oakland Ave At Chad Brown St,3,Municipal Code Violation,2018-03-17 19:21:00,MRousseau,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,19,21,17,,
2018-00009269,1,98 Canton St,1,Vandalism,2018-01-26 20:51:31,GScarcello,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,20,51,26,-71.4426365,41.8317073
2017-00132708,1,1 Providence Pl,12,Warrant\Capias,2017-12-19 16:05:00,MSepe,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,16,5,19,-71.4166245,41.827677
2018-00027533,1,676 Broad St,3,Vandalism,2018-03-18 01:27:00,GValletta,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,1,27,18,-71.41949749999998,41.8056201
2017-00120456,1,Tell St At Almy St,11,Traffic Violation,2017-11-15 23:36:00,TManzotti,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,23,36,15,,
2018-00002091,0,66 Ring St,1,Medical Aid,2018-01-06 20:48:00,MRudolph,Not Used,No violations,2018,20,48,6,-71.43298655617691,41.82031677923421
2018-00001902,1,202 Progress Ave,1,Burglary,2018-01-06 11:55:58,JKane,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,11,55,6,-71.45041009999998,41.8080133
2018-00015458,1,500 Branch Ave,2,"Assault, Simple",2018-02-12 23:41:00,SCampbell,11-5-3,SIMPLE ASSAULT/BATTERY,2018,23,41,12,-71.421615,41.850888
2018-00027512,1,70 Dora St,3,Drug Offenses,2018-03-18 00:27:00,ADiaz,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,0,27,18,-71.4453973,41.8086097
2018-00500015,1,149 Almy St,1,Larceny from Motor Vehicle,2018-01-06 17:11:42,CSical,11-41-1,LARCENY/U $1500 - FROM MV,2018,17,11,6,-71.43356949999998,41.8210837
2017-00132794,0,380 Hope St,12,Missing Persons,2017-12-19 20:02:00,Central Station,Not Used,No violations,2017,20,2,19,-71.40139090000002,41.8367071
2017-00120033,0,325 Valley St,11,Lost Article,2017-11-14 20:15:00,Central Station,Not Used,No violations,2017,20,15,14,-71.4382733,41.8256525
2017-00132901,1,Union Aveatalthea St ,12,Warrant\Capias,2017-12-20 02:32:00,INerney,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,2,32,20,,
2017-00120278,0,70 Goddard St,11,Medical Aid,2017-11-15 14:35:33,DHarrington,Not Used,No violations,2017,14,35,15,-71.4206677922041,41.8345460970504
2017-00120224,0,109 Gesler St,11,Trespass,2017-11-15 12:06:31,JKane,Not Used,No violations,2017,12,6,15,-71.4328575798953,41.8225778339384
2017-00120326,1,Hyat St At Manton Ave,11,RI Statute Violation,2017-11-15 16:33:00,MCifuentes,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,16,33,15,,
2018-00001922,1,659 Smith St,1,"Fraud, Swindle",2018-01-06 12:47:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,12,47,6,-71.4329426,41.8376096
2017-00110575,1,41 Quincy St,10,Larceny from Motor Vehicle,2017-10-21 21:47:00,SMarmas,11-41-1,LARCENY/U $1500 - FROM MV,2017,21,47,21,-71.4385247,41.8412061
2017-00132594,1,21 Leah St,12,"Assault, Simple",2017-12-19 09:44:00,JO,11-5-3,SIMPLE ASSAULT/BATTERY,2017,9,44,19,-71.45122909999998,41.8260168
2018-00002135,1,250 S  Water St,1,Larceny from Motor Vehicle,2018-01-06 23:46:00,JDennis,11-41-1,LARCENY/U $1500 - FROM MV,2018,23,46,6,-71.40538973469391,41.82186295918369
2017-00132658,1,70 Academy Ave,12,"Assault, Simple",2017-12-19 13:41:00,JRodrigues,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,13,41,19,-71.443727,41.8266625
2017-00132699,0,939 Douglas Ave,12,Missing Persons,2017-12-19 15:50:00,Central Station,Not Used,No violations,2017,15,50,19,-71.43751429999998,41.8536621
2017-00132845,0,136 Knight St,12,Missing Persons,2017-12-19 23:00:00,Central Station,Not Used,No violations,2017,23,0,19,-71.43037629999998,41.8212509
2017-00124913,1,49 Compton St,11,Vandalism,2017-11-28 06:31:00,RKessler,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,6,31,28,-71.4525348,41.8448098
2017-00132594,1,21 Leah St,12,Burglary,2017-12-19 09:44:00,JO,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,9,44,19,-71.45122909999998,41.8260168
2017-00125068,1,101 Friendship St,11,Vandalism,2017-11-28 16:12:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,16,12,28,-71.41071600000002,41.820783
2018-00002083,1,35 Longo St,1,"Assault, Simple",2018-01-06 19:59:00,MCamardo,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,19,59,6,-71.457227,41.8173294
2018-00008706,1,481 Angell St,1,"Larceny, Other",2018-01-25 12:37:00,GPereira,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,12,37,25,-71.3886554,41.82971920000001
2017-00125161,1,1 Providence Pl,11,Municipal Code Violation,2017-11-28 20:12:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2017,20,12,28,-71.4166245,41.827677
2017-00132708,1,1 Providence Pl,12,"Larceny, Shoplifting",2017-12-19 16:05:00,MSepe,11-41-20.1,SHOPLIFTING-IMPLEMENTS OF CONCEALMENT - SHOPLIFTING,2017,16,5,19,-71.4166245,41.827677
2018-00009031,1,425 Branch Ave,1,"Assault, Aggravated",2018-01-26 09:40:00,MMoonan,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,9,40,26,-71.42178529648109,41.85115073368351
2018-00009340,1,Douglas Statsuffolk St ,1,Drug Offenses,2018-01-27 00:42:00,RMalloy,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,2018,0,42,27,,
2018-00009893,1,138 Ophelia St,1,"Assault, Simple",2018-01-28 12:47:00,IYousif,11-5-3,SIMPLE ASSAULT/BATTERY,2018,12,47,28,-71.46381240000002,41.8207196
2018-00009884,1,865 Westminster St,1,Larceny from Motor Vehicle,2018-01-28 12:13:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,12,13,28,-71.42251490000002,41.8176073
2017-00125173,1,101 Friendship St,11,RI Statute Violation,2017-11-28 20:39:00,KCosta,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2017,20,39,28,-71.41071600000002,41.820783
2018-00500188,1,Packet St At S Water St,2,Larceny from Motor Vehicle,2018-02-07 10:14:43,CVieira,11-41-1,LARCENY/U $1500 - FROM MV,2018,10,14,7,,
2017-00125052,1,Hope St At Blackstone Blvd,11,Traffic Violation,2017-11-28 15:39:00,RByfield,31-47-9,Operating a MV without Evidence of Insurance,2017,15,39,28,,
2017-00132252,0,25 Danforth St,12,Juvenile Matter,2017-12-18 09:55:05,EPedchenko,Not Used,No violations,2017,9,55,18,-71.3992487692308,41.748444
2018-00009877,1,550 Hartford Ave,1,"Larceny, Other",2018-01-28 11:41:41,JKane,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,11,41,28,-71.4647418,41.8194601
2018-00027579,1,13 Florence St,3,RI Statute Violation,2018-03-18 03:45:00,MVoyer,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,2018,3,45,18,-71.4464656,41.8204152
2018-00015181,1,387 Charles St,2,Larceny from Motor Vehicle,2018-02-12 08:48:00,MMoonan,11-41-1,LARCENY/U $1500 - FROM MV,2018,8,48,12,-71.4174252,41.843787
2018-00022880,1,Acorn St At Atwells Ave,3,RI Statute Violation,2018-03-04 15:23:00,DJohnson,12-29-4,VIOLATION -NO CONTACT ORDER,2018,15,23,4,,
2018-00027283,1,146 Pembroke Ave,3,Liquor Law Violations,2018-03-17 13:54:00,JDoucette,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,13,54,17,-71.4299194,41.8405881
2018-00027269,1,55 Home Ave,3,Motor Vehicle Theft,2018-03-17 12:50:00,GScarcello,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,12,50,17,-71.4450356,41.834127
2018-00027338,1,12 Edward St,3,Disorderly Conduct,2018-03-17 16:32:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,16,32,17,-71.41387490000002,41.8522711
2018-00027350,1,Radcliffe Ave At Chad Brown St,3,Municipal Code Violation,2018-03-17 16:59:00,VLopez,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,16,59,17,,
2018-00027439,1,N  Main St At Bowen St,3,Larceny from Motor Vehicle,2018-03-17 20:44:19,VPazzetta,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM MV,2018,20,44,17,,
2018-00027436,1,664 Admiral St,3,Motor Vehicle Theft,2018-03-17 20:48:00,KRichards,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,20,48,17,-71.4385908,41.8488535
2018-00027431,0,480 Valley St,3,Medical Aid,2018-03-17 20:38:00,PHourahan,Not Used,No violations,2018,20,38,17,-71.4339066,41.8290162
2018-00027412,1,Westminster St At State Hwy 10 ,3,Traffic Violation,2018-03-17 19:30:00,RHeaton,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,19,30,17,,
2018-00030284,1,Reservoir Ave At Rounds Ave,3,Traffic Violation,2018-03-26 09:59:58,NDarling,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,9,59,26,,
2017-00125260,1,50 Sorrento St,11,Vandalism,2017-11-29 04:09:00,RFedo,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,4,9,29,-71.4363287,41.8087038
2017-00122881,1,191 Bridgham St,11,Motor Vehicle Theft,2017-11-22 07:50:00,ECraven,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,7,50,22,-71.42842320000003,41.8177668
2018-00009697,1,43 Bucklin St,1,Larceny from Motor Vehicle,2018-01-27 23:05:00,JCascione,11-41-1,LARCENY/U $1500 - FROM MV,2018,23,5,27,-71.4281853,41.807865
2017-00125239,1,Courtland St At Westminster St,11,Weapons,2017-11-29 01:52:00,MGuerra,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2017,1,52,29,,
2017-00120294,1,110 Doyle Ave,11,Vandalism,2017-11-15 14:33:00,HNorthup,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,14,33,15,-71.40437,41.838861
2017-00125163,1,599 Elmwood Ave,11,Receiving Stolen Property,2017-11-28 20:02:00,JKantorski,31-9-2,Possession of Stolen Vehicle or Parts,2017,20,2,28,-71.4247717462498,41.7956988899725
2017-00113049,1,182 Eaton St,10,RI Statute Violation,2017-10-28 03:45:00,WSherrill,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,3,45,28,-71.4343525107495,41.8415157228561
2017-00132901,1,Union Aveatalthea St ,12,Drug Offenses,2017-12-20 02:32:00,INerney,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,2,32,20,,
2018-00009655,0,138 Knight St,1,Missing Persons,2018-01-27 20:53:00,Central Station,Not Used,No violations,2018,20,53,27,-71.4305430108106,41.82121982579221
2017-00104473,1,835 Westminster St,10,Motor Vehicle Theft,2017-10-06 16:44:00,BMcParlin,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,16,44,6,-71.4220987,41.8176138
2018-00009499,1,108 Cass St,1,Motor Vehicle Theft,2018-01-27 13:17:05,NDarling,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,13,17,27,-71.4067637,41.7937174
2017-00124968,1,78 Hall St,11,Municipal Code Violation,2017-11-28 10:52:00,Central Station,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,2017,10,52,28,-71.4174881,41.8536232
2017-00132767,1,164 Summit Ave,12,Motor Vehicle Theft,2017-12-19 18:10:00,RCriner,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,18,10,19,-71.3984379,41.8520561
2018-00009768,1,39 Detroit Ave,1,Larceny from Motor Vehicle,2018-01-28 01:48:00,KShea,11-41-1,LARCENY/O $1500 - FROM MV,2018,1,48,28,-71.4112997,41.7939011
2018-00009809,1,Michiganatindiana ,1,Traffic Violation,2018-01-28 03:21:00,BMcParlin,31-24-4,"Head Lamps on Vehicles, Other Than Cycles",2018,3,21,28,,
2018-00009030,1,65 Keene St,1,Burglary,2018-01-26 09:36:39,EChin,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,9,36,26,-71.40298270000002,41.8319183
2018-00500169,1,10 Orms St,2,RI Statute Violation,2018-02-11 17:23:23,CVieira,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,2018,17,23,11,-71.4119567,41.8341647
2018-00009649,0,68 Preston St,1,Lost Article,2018-01-27 20:25:00,Central Station,Not Used,No violations,2018,20,25,27,-71.39133570000001,41.8246357
2018-00009793,1,Olneyville Sq ,1,Drug Offenses,2018-01-28 02:34:00,JNajarian,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,2018,2,34,28,-71.443611,41.816742
2018-00031544,0,939 Douglas Ave,3,Missing Persons,2018-03-29 18:04:00,Central Station,Not Used,No violations,2018,18,4,29,-71.43751429999998,41.8536621
2018-00001874,1,554 Union Ave,1,"Larceny, Other",2018-01-06 09:49:38,JKane,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,9,49,6,-71.456976,41.806304
2018-00009462,1,10 French St,1,"Larceny, Other",2018-01-27 10:24:00,JNezier,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,10,24,27,-71.40885920000002,41.8033114
2018-00009753,1,84 Eaton St,1,Liquor Law Violations,2018-01-28 01:21:00,EBreault,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,2018,1,21,28,-71.4307134545455,41.8411211818182
2017-00132902,1,126 Jewett St,12,Disorderly Conduct,2017-12-20 02:35:00,RMalloy,11-45-1,DISORDERLY CONDUCT,2017,2,35,20,-71.42193924982209,41.832897958330896
2017-00132870,0,100 Dorrance St,12,Fraud,2017-12-20 00:49:00,CBeach,Not Used,No violations,2017,0,49,20,-71.4105021204967,41.82279662366
2017-00500394,1,50 Maude St,12,"Fraud, Credit Card",2017-12-18 20:04:19,SPartridge,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,20,4,18,-71.4346485,41.8364972
2017-00132602,1,53 Congress Ave,12,"Assault, Aggravated",2017-12-19 10:18:00,CKennedy,11-5-4,ASSAULT W/DEADLY WEAPON IN A DWELLING HOUSE,2017,10,18,19,-71.4203036,41.8005633
2018-00031422,1,1349 Chalkstone Ave,3,Burglary,2018-03-29 11:58:00,JNezier,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,11,58,29,-71.45364599999998,41.832407
2018-00030586,1,Potters Ave At Noyes Ave,3,Traffic Violation,2018-03-27 01:04:00,JCascione,31-16-1,Care in Starting from Stop,2018,1,4,27,,
2017-00104426,1,11 Primrose St,10,Burglary,2017-10-06 15:15:00,BMcParlin,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,15,15,6,-71.426652332792,41.819560885156704
2017-00132485,1,62 Russo St,12,Murder\Manslaughter,2017-12-18 20:59:00,MOtrando,11-23-1,MURDER-1ST DEGREE,2017,20,59,18,-71.4213915,41.85323620000001
2018-00009479,1,162 Broad St,1,Burglary,2018-01-27 11:48:18,KWigginton,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,11,48,27,-71.3918481818182,41.9030321363636
2017-00124568,1,1284 N  Main St,11,Vandalism,2017-11-27 06:11:37,KToole,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,6,11,27,-71.3999771833145,41.8552948509524
2018-00020796,1,721 Chalkstone Ave,2,"Assault, Simple",2018-02-27 13:39:00,IYousif,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,13,39,27,-71.4315368,41.834612
2018-00009420,0,325 Washington St,1,Request for Assistance,2018-01-27 05:32:00,GVargas,Not Used,No violations,2018,5,32,27,-71.4207328,41.8199945
2017-00132725,1,Cambridge St At Academy Ave,12,RI Statute Violation,2017-12-19 15:30:00,ZSilbert,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,2017,15,30,19,,
2017-00132628,1,Chalkstone Ave At Candace St,12,"Fraud, Swindle",2017-12-19 12:12:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,12,12,19,,
2018-00021366,1,Westminster St ,2,Traffic Violation,2018-02-28 23:27:00,JGagnon,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2018,23,27,28,-71.442818,41.816745000000004
2017-00132789,1,Niagara St At Potters Ave,12,Warrant\Capias,2017-12-19 19:45:00,MPena,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2017,19,45,19,,
2018-00030196,1,Hartford Ave At Lowell Ave,3,Drug Offenses,2018-03-26 01:55:00,MJennette,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,1,55,26,,
2018-00030895,0,75 Duncan Ave,3,Medical Aid,2018-03-27 22:37:07,MDuffy,Not Used,No violations,2018,22,37,27,-71.4051824,41.8412414
2017-00132722,1,Elmwood Ave At Daboll St,12,Drug Offenses,2017-12-19 16:41:00,SLafferty,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,16,41,19,,
2017-00113324,1,Empire St At Washington St,10,Traffic Violation,2017-10-28 21:06:00,GBustamante,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2017,21,6,28,,
2017-00120259,1,319 Lowell Ave,11,RI Statute Violation,2017-11-15 13:24:00,RMoroney,11-59-3,VIOLATION OF RESTRAINING ORDER,2017,13,24,15,-71.460516483871,41.8177492258065
2017-00120329,1,155 Elmwood Ave,11,Vandalism,2017-11-15 16:37:00,AFrancis,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,16,37,15,-71.42477579845101,41.808632325557795
2017-00120399,1,859 N  Main St,11,Traffic Violation,2017-11-15 19:42:00,JLanier,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,19,42,15,-71.51459391836741,42.0162406836735
2018-00009491,1,Collyer St At Cemetery St,1,Vandalism,2018-01-27 12:35:28,DHull,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,12,35,27,,
2017-00132830,1,Glenham St At St James St,12,Traffic Violation,2017-12-19 21:56:00,DPfeiffer,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,21,56,19,,
2017-00132821,1,70 Harriet St,12,Vandalism,2017-12-19 21:29:00,JButen,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2017,21,29,19,-71.41241219999998,41.8023116
2017-00132751,1,5 Catalpa Rd,12,Burglary,2017-12-19 17:59:00,DCastigliego,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,17,59,19,-71.3998387,41.84158660000001
2018-00015227,1,159 Killingly St,2,"Assault, Simple",2018-02-12 11:23:00,JRodrigues,11-5-3,SIMPLE ASSAULT/BATTERY,2018,11,23,12,-71.4639153,41.8150833
2018-00030434,1,Branch Ave At Charles St,3,"Fraud, Swindle",2018-03-26 17:05:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,17,5,26,,
2017-00125239,1,Courtland St At Westminster St,11,Traffic Violation,2017-11-29 01:52:00,MGuerra,31-9-3,Injuring or Tampering with Vehicles,2017,1,52,29,,
2018-00009620,1,325 Washington St,1,"Assault, Simple",2018-01-27 19:21:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,19,21,27,-71.4207328,41.8199945
2018-00009622,1,47 Eagle St,1,"Larceny, Shoplifting",2018-01-27 19:24:00,MVittorioso,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,19,24,27,-71.4353677203927,41.8248206262789
2017-00132778,0,63 Elmwood Ave,12,D.O.A.,2017-12-19 19:18:00,AFrancis,Not Used,No violations,2017,19,18,19,-71.42362920000002,41.81100900000001
2017-00132811,0,50 Kennedy Plz,12,Medical Aid,2017-12-19 21:09:00,GValletta,Not Used,No violations,2017,21,9,19,-71.41066590000001,41.82481420000001
2018-00031572,0,3 Edna St,3,Request for Assistance,2018-03-29 19:38:00,Central Station,Not Used,No violations,2018,19,38,29,-71.4451574628461,41.8160811459011
2018-00031379,0,700 N  Main St,3,Lost Article,2018-03-29 09:10:56,DHull,Not Used,No violations,2018,9,10,29,-71.4093496,41.8404173
2017-00500398,1,51 Silver Spring St,12,"Fraud, Credit Card",2017-12-19 19:02:21,CSical,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2017,19,2,19,-71.416108,41.8455436
2018-00031030,1,Charles St At Randall Sq,3,Traffic Violation,2018-03-28 11:01:33,DHull,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,11,1,28,,
2018-00031492,1,598 Cranston St,3,Robbery,2018-03-29 15:38:00,LPelaez,11-39-1,ROBBERY-1ST DEGREE,2018,15,38,29,-71.4352985,41.8073265
2018-00030276,1,Pine St At Somerset St,3,Motor Vehicle Theft,2018-03-26 09:34:00,ITavarez,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,9,34,26,,
2017-00104768,1,11 Lily St,10,Vandalism,2017-10-07 07:53:39,TGomes,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,7,53,7,-71.43056883673471,41.824029346938794
2017-00123657,0,201 Branch Ave,11,Lost Article,2017-11-24 16:08:00,EBreault,Not Used,No violations,2017,16,8,24,-71.4121114,41.84726720000001
2017-00135636,0,460 Charles St,12,D.O.A.,2017-12-28 12:00:00,MTella,Not Used,No violations,2017,12,0,28,-71.4201073,41.8466419
2017-00124990,1,188 Princeton Ave,11,Weapons,2017-11-28 12:09:00,NMorales,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,2017,12,9,28,-71.424862984127,41.8052758095238
2017-00104866,1,9 Ameriva St ,10,Disorderly Conduct,2017-10-07 13:32:23,FNewton,11-45-1,DISORDERLY CONDUCT,2017,13,32,7,,
2017-00132808,0,Brook Street ,12,Lost Article,2017-12-19 21:01:00,Central Station,Not Used,No violations,2017,21,1,19,-71.398697,41.823055
2017-00132821,1,70 Harriet St,12,Disorderly Conduct,2017-12-19 21:29:00,JButen,11-45-1,DISORDERLY CONDUCT,2017,21,29,19,-71.41241219999998,41.8023116
2017-00132485,1,62 Russo St,12,Burglary,2017-12-18 20:59:00,MOtrando,11-8-1,BURGLARY,2017,20,59,18,-71.4213915,41.85323620000001
